taxa_id,Kingdom,Phylum,Class,Orders,Family,Genus,Species,common_name,RecordsWithDenominators,NeoplasiaWithDenominators,NeoplasiaPrevalence,-,MalignancyKnown,Malignant,MalignancyPrevalence,PropMalignant,Benign,BenignPrevalence,PropBenign,--,Male,MaleNeoplasia,MaleMalignant,Female,FemaleNeoplasia,FemaleMalignant,---,RecordsFromAllSources,NeoplasiaFromAllSources,Necropsies,#Sources
2247,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus erectus,NA,145,1,0.006896552,-,1,1,0.006896552,1,0,0,0,-,25,0,0,19,0,0,-,145,1,145,12
3372,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Plica,Plica plica,Collared tree lizard,33,1,0.03030303,-,1,1,0.03030303,1,0,0,0,-,4,1,1,2,0,0,-,33,1,33,2
19422,Animalia,Mollusca,Gastropoda,NA,Gastrodontidae,Poecilozonites,Poecilozonites bermudensis,Bermuda Land Snail,21,0,0,-,0,0,0,NA,0,0,NA,-,0,0,0,0,0,0,-,21,0,21,1
1997,Animalia,Chordata,Reptilia,Squamata,Gerrhosauridae,Gerrhosaurus,Gerrhosaurus major,Greater Plated Lizard,11,0,0,-,0,0,0,NA,0,0,NA,-,6,0,0,3,0,0,-,11,0,11,8
3100,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Sheep,87,24,0.275862069,-,24,16,0.183908046,0.666666667,8,0.091954023,0.333333333,-,24,7,5,42,13,8,-,87,24,87,24
3555,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus viridis,NA,16,2,0.125,-,2,1,0.0625,0.5,1,0.0625,0.5,-,6,1,0,5,0,0,-,16,2,16,7
247,Animalia,Chordata,Reptilia,Squamata,Colubridae,Amphiesma,Amphiesma sanguineum,NA,11,0,0,-,0,0,0,NA,0,0,NA,-,2,0,0,2,0,0,-,11,0,11,1
4374,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera uncia,Snow Leopard,33,12,0.363636364,-,12,10,0.303030303,0.833333333,2,0.060606061,0.166666667,-,12,4,3,19,8,7,-,33,12,33,17
2949,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Neochmia,Neochmia ruficauda,NA,12,1,0.083333333,-,1,0,0,0,1,0.083333333,1,-,4,1,0,5,0,0,-,12,1,12,4
3234,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale xanthopus,Yellow Footed Wallaby,15,1,0.066666667,-,1,1,0.066666667,1,0,0,0,-,6,0,0,6,1,1,-,15,1,15,3
1334,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cissa,Cissa hypoleuca,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,3,0,0,-,10,0,10,4
19660,Animalia,Acanthopterygii,Perciformes,Cichliformes,Cichlidae,Stomatepia,Stomatepia pindu,Black Barombi Mbo Cichlid,16,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,0,0,0,-,16,0,16,1
19379,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Dynastes,Dynastes hercules,Hercules Beetle,11,0,0,-,0,0,0,NA,0,0,NA,-,2,0,0,0,0,0,-,11,0,11,1
90,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Addax,Addax nasomaculatus,Addax,30,5,0.166666667,-,5,4,0.133333333,0.8,1,0.033333333,0.2,-,13,1,1,15,4,3,-,30,5,30,9
1386,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Colinus virginianus,NA,30,3,0.1,-,3,3,0.1,1,0,0,0,-,16,2,2,4,1,1,-,30,3,30,8
18560,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,Dendrobates auratus,Golden Poison Dart Frog,11,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,0,0,0,-,11,0,11,1
4013,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus floridanus,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,5,0,0,3,0,0,-,10,0,10,3
3626,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Estrilda,Quelea quelea,Red-beaked Weaver,11,1,0.090909091,-,1,0,0,0,1,0.090909091,1,-,3,1,0,0,0,0,-,11,1,11,2
4516,Animalia,Chordata,Reptilia,Squamata,Agamidae,Xenagama,Xenagama taylori,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,6,0,0,-,10,0,10,2
3115,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,Pachydactylus rangei,NA,17,0,0,-,0,0,0,NA,0,0,NA,-,5,0,0,7,0,0,-,17,0,17,4
2760,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,Mauremys annamensis,Anam Leaf Turtle,19,0,0,-,0,0,0,NA,0,0,NA,-,0,0,0,0,0,0,-,19,0,19,3
3922,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus demersus,Black-footed Penguin,210,0,0,-,0,0,0,NA,0,0,NA,-,24,0,0,2,0,0,-,210,0,210,8
3905,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,Spatula cyanoptera,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,4,0,0,3,0,0,-,10,0,10,7
169,Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,Alopochen aegyptiaca,NA,16,1,0.0625,-,1,1,0.0625,1,0,0,0,-,5,0,0,9,1,1,-,16,1,16,9
7274,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis virginiana,Virginia Opossum,27,15,0.555555556,-,20,14,0.518518519,0.95,1,0.037037037,0.05,-,0,0,0,0,0,0,-,32,20,27,2
3277,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicoparrus,Phoeniconaias minor,NA,15,0,0,-,0,0,0,NA,0,0,NA,-,2,0,0,5,0,0,-,15,0,15,8
19345,Animalia,Cyprinodontoidei,Cyprinodontidae,Cyprinodontinae,Cyprinodontini,Cyprinodon,Cyprinodon longidorsalis,Cachorrito de charco palmal,140,0,0,-,0,0,0,NA,0,0,NA,-,57,0,0,1,0,0,-,140,0,140,1
3546,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus azara,NA,15,0,0,-,0,0,0,NA,0,0,NA,-,5,0,0,8,0,0,-,15,0,15,1
3106,Animalia,Chordata,Reptilia,Squamata,Colubridae,Oxybelis,Oxybelis fulgidus,NA,16,4,0.25,-,4,3,0.1875,0.75,1,0.0625,0.25,-,6,1,1,4,0,0,-,16,4,16,9
2250,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus hippocampus,Short Snouted Seahorse,107,1,0.009345794,-,1,1,0.009345794,1,0,0,0,-,56,0,0,1,0,0,-,107,1,107,2
3635,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Ramphocelus,Ramphocelus carbo,NA,23,0,0,-,0,0,0,NA,0,0,NA,-,8,0,0,6,0,0,-,23,0,23,10
3624,Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Pyxicephalus,Pyxicephalus adspersus,NA,10,1,0.1,-,2,1,0.1,1,0,0,0,-,3,0,0,3,1,1,-,11,2,10,10
2293,Animalia,Chordata,Mammalia,Rodentia,Hydrochaeridae,Hydrochoerus,Hydrochoerus hydrochaeris,Capybara,55,10,0.181818182,-,14,8,0.145454545,0.714285714,2,0.036363636,0.285714286,-,20,4,3,18,6,5,-,59,14,55,18
2624,Animalia,Chordata,Aves,Anseriformes,Anatidae,Lophodytes,Lophodytes cucullatus,NA,31,0,0,-,0,0,0,NA,0,0,NA,-,10,0,0,12,0,0,-,31,0,31,9
2215,Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Heterocephalus,Heterocephalus glaber,Naked Mole Rat,145,2,0.013793103,-,7,1,0.006896552,0.714285714,1,0.006896552,0.285714286,-,52,2,1,18,0,0,-,150,7,145,12
287,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas carolinensis,NA,12,0,0,-,0,0,0,NA,0,0,NA,-,4,0,0,3,0,0,-,12,0,12,5
1699,Animalia,Chordata,Reptilia,Squamata,Teiidae,Dracaena,Dracaena guianensis,NA,15,1,0.066666667,-,1,1,0.066666667,1,0,0,0,-,4,0,0,8,0,0,-,15,1,15,7
3732,Animalia,Chordata,Aves,Anseriformes,Anatidae,Sarkidiornis,Sarkidiornis melanotos,African comb duck,15,1,0.066666667,-,1,0,0,0,1,0.066666667,1,-,5,1,0,2,0,0,-,15,1,15,4
3336,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,Pituophis melanoleucus,NA,15,3,0.2,-,3,3,0.2,1,0,0,0,-,0,0,0,5,1,1,-,15,3,15,8
2381,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus icterus,NA,11,1,0.090909091,-,1,1,0.090909091,1,0,0,0,-,4,1,1,3,0,0,-,11,1,11,4
818,Animalia,Chordata,Aves,Bucerotiformes,Bucorvidae,Bucorvus,Bucorvus abyssinicus,Abyssinian Ground Hornbill,14,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,0,0,0,-,14,0,14,2
19656,Animalia,Acanthopterygii,Perciformes,Cichliformes,Cichlidae,Neochromis,Neochromis greenwoodi,Lake Victoria Black Velvet Cichlid,48,0,0,-,0,0,0,NA,0,0,NA,-,9,0,0,1,0,0,-,48,0,48,1
1612,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Cynomys,Cynomys ludovicianus,Gunnison Prairie Dog,137,29,0.211678832,-,39,23,0.167883212,0.871794872,5,0.03649635,0.128205128,-,28,5,4,35,7,3,-,148,40,137,24
19752,Animalia,Polyphaga,Cucujiformia,Tenebrionoidea,Tenebrionidae,Tenebrio,Tenebrio molitor,Yellow Mealworm,30,0,0,-,0,0,0,NA,0,0,NA,-,0,0,0,0,0,0,-,30,0,30,1
1660,Animalia,Chordata,Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus ebraccatus,NA,22,1,0.045454545,-,1,0,0,0,1,0.045454545,1,-,0,0,0,2,0,0,-,22,1,22,5
780,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,Branta ruficollis,Red-breasted Goose,23,0,0,-,0,0,0,NA,0,0,NA,-,12,0,0,8,0,0,-,23,0,23,10
2626,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophophorus,Lophophorus impejanus,NA,10,1,0.1,-,6,0,0,0,1,0.1,1,-,4,1,0,4,0,0,-,15,6,10,5
4051,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podilymbus,Taeniopygia bichenovii,NA,32,1,0.03125,-,1,0,0,0,1,0.03125,1,-,14,0,0,5,1,0,-,32,1,32,5
1652,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,Dendrocygna autumnalis,Black-bellied Whistling duck,130,11,0.084615385,-,10,8,0.061538462,0.8,2,0.015384615,0.2,-,63,7,4,47,4,4,-,130,11,130,25
1984,Animalia,Chordata,Aves,Columbiformes,Columbidae,Geopelia,Geopelia cuneata,NA,25,1,0.04,-,1,1,0.04,1,0,0,0,-,10,1,1,4,0,0,-,25,1,25,8
1083,Animalia,Chordata,Amphibia,Anura,Ceratophryidae,Ceratophrys,Ceratophrys ornata,NA,27,0,0,-,5,0,0,0,0,0,1,-,9,0,0,7,0,0,-,32,5,27,17
357,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis equestris,NA,20,4,0.2,-,8,3,0.15,1,0,0,0,-,7,1,1,8,1,1,-,25,9,20,7
4094,Animalia,Chordata,Aves,Musophagiformes,Musophagidae,Tauraco,Tauraco hartlaubi,Hartaubs Touraco,18,0,0,-,0,0,0,NA,0,0,NA,-,4,0,0,0,0,0,-,18,0,18,1
1210,Animalia,Chordata,Reptilia,Testudines,Chelidae,Chelus,Chelus fimbriatus,NA,24,0,0,-,1,0,0,0,0,0,1,-,4,0,0,7,0,0,-,25,1,24,17
3983,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia capicola,NA,12,0,0,-,0,0,0,NA,0,0,NA,-,5,0,0,5,0,0,-,12,0,12,6
1943,Animalia,Chordata,Aves,Columbiformes,Columbidae,Gallicolumba,Gallicolumba tristigmata,NA,11,0,0,-,0,0,0,NA,0,0,NA,-,2,0,0,3,0,0,-,11,0,11,5
1097,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Stuhlmans Blue Monkey,40,4,0.1,-,4,4,0.1,1,0,0,0,-,0,0,0,0,0,0,-,40,4,40,1
1767,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Eos,Eos bornea,Red lory,60,1,0.016666667,-,0,0,0,NA,0,0,NA,-,16,1,0,24,0,0,-,60,1,60,12
19667,Animalia,Arhynchobdellida,Hirudiniformes,Hirudinidae,Hirudinariinae,Hirudo,Hirudo medicinalis,Medicinal Leech,14,0,0,-,0,0,0,NA,0,0,NA,-,0,0,0,0,0,0,-,14,0,14,1
16990,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,Sceloporus serrifer,Blue Spiny Lizard,10,0,0,-,0,0,0,NA,0,0,NA,-,5,0,0,0,0,0,-,10,0,10,1
1155,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,Chamaeleo calyptratus,Veiled Chameleon,87,4,0.045977011,-,7,0,0,0,2,0.022988506,1,-,12,3,0,18,0,0,-,92,9,87,11
600,Animalia,NA,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Moon jellyfish,15,0,0,-,0,0,0,NA,0,0,NA,-,0,0,0,0,0,0,-,15,0,15,2
3280,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Phoenicopterus ruber,American flamingo,101,3,0.02970297,-,2,1,0.00990099,0.5,1,0.00990099,0.5,-,45,2,1,36,0,0,-,101,3,101,17
161,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Alligator,Alligator mississippiensis,NA,19,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,2,0,0,-,19,0,19,10
84,Animalia,Chordata,Aves,Galliformes,Numididae,Acryllium,Acryllium vulturinum,NA,39,5,0.128205128,-,5,4,0.102564103,0.8,1,0.025641026,0.2,-,17,2,1,16,1,1,-,39,5,39,12
3734,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,Sauromalus ater,NA,41,3,0.073170732,-,3,2,0.048780488,0.666666667,1,0.024390244,0.333333333,-,12,1,0,18,1,1,-,41,3,41,15
1559,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,Ctenosaura bakeri,Bakers spiny tail iguana,80,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,1,0,0,-,80,0,80,2
4410,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Diplodactylus,Uroplatus ebenaui,NA,11,0,0,-,0,0,0,NA,0,0,NA,-,4,0,0,3,0,0,-,11,0,11,2
12,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera tigris,White Bengal Tiger,71,17,0.23943662,-,19,12,0.169014085,0.684210526,5,0.070422535,0.315789474,-,26,4,4,27,10,7,-,73,19,71,27
1648,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,Common Green Mamba,14,3,0.214285714,-,3,2,0.142857143,0.666666667,1,0.071428571,0.333333333,-,4,2,1,4,1,1,-,14,3,14,10
2264,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,Hippotragus niger,NA,18,5,0.277777778,-,10,5,0.277777778,1,0,0,0,-,3,0,0,15,5,5,-,23,10,18,8
2985,Animalia,Chordata,Aves,Anseriformes,Anatidae,Nettapus,Nettapus auritus,African Pygmy Goose,23,1,0.043478261,-,1,1,0.043478261,1,0,0,0,-,6,1,1,2,0,0,-,23,1,23,7
4743,Animalia,Chordata,Reptilia,Squamata,Natricidae,Natrix,Natrix natrix,Grass snake,12,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,0,0,0,-,12,0,12,1
3203,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,Pelecanus erythrorhynchos,NA,19,0,0,-,0,0,0,NA,0,0,NA,-,6,0,0,5,0,0,-,19,0,19,6
2141,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus grypus,Grey seal,16,1,0.0625,-,1,1,0.0625,1,0,0,0,-,2,0,0,2,1,1,-,16,1,16,4
368,Animalia,Chordata,Amphibia,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus beebei,NA,42,0,0,-,0,0,0,NA,0,0,NA,-,4,0,0,5,0,0,-,42,0,42,8
1415,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Copsychus,Copsychus malabaricus,Common shama,59,0,0,-,0,0,0,NA,0,0,NA,-,12,0,0,0,0,0,-,59,0,59,5
3750,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,Sceloporus cyanogenys,Blue spiny lizard,56,2,0.035714286,-,2,2,0.035714286,1,0,0,0,-,17,1,1,10,0,0,-,56,2,56,7
1123,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,Chaetodon citrinellus,NA,36,3,0.083333333,-,3,3,0.083333333,1,0,0,0,-,4,1,1,6,1,1,-,36,3,36,14
2320,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,Hylobates lar,Lar Gibbon,10,1,0.1,-,1,1,0.1,1,0,0,0,-,5,1,1,3,0,0,-,10,1,10,7
13,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Donacospiza,Poephila acuticauda,NA,19,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,5,0,0,-,19,0,19,2
1293,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Chrotopterus,Chrotopterus auritus,Vampire Bat,48,1,0.020833333,-,1,0,0,0,1,0.020833333,1,-,15,0,0,11,1,0,-,48,1,48,9
19783,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Pareulype,Pareulype berberata,Barberry Carpet Moth,12,0,0,-,0,0,0,NA,0,0,NA,-,0,0,0,0,0,0,-,12,0,12,1
3402,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,Pogona vitticeps,Bearded Dragon,59,10,0.169491525,-,9,6,0.101694915,0.666666667,3,0.050847458,0.333333333,-,10,3,2,7,0,0,-,59,10,59,21
295,Animalia,Chordata,Aves,Anseriformes,Anatidae,Sibirionetta,Anas formosa,Baikal Teal,43,0,0,-,0,0,0,NA,0,0,NA,-,7,0,0,0,0,0,-,43,0,43,1
4234,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,Tragelaphus imberbis,NA,16,0,0,-,0,0,0,NA,0,0,NA,-,6,0,0,6,0,0,-,16,0,16,5
2590,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates clamitans,NA,11,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,0,0,0,-,11,0,11,5
2953,Animalia,Chordata,Mammalia,Carnivora,Felidae,Neofelis,Neofelis nebulosa,Clouded Leopard,14,5,0.357142857,-,29,5,0.357142857,0.931034483,0,0,0.068965517,-,7,4,4,6,1,1,-,38,29,14,8
810,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,Bubulcus ibis,Cattle egret,30,0,0,-,0,0,0,NA,0,0,NA,-,15,0,0,7,0,0,-,30,0,30,12
18872,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,Spinus spinus,Siskin,15,0,0,-,0,0,0,NA,0,0,NA,-,0,0,0,0,0,0,-,15,0,15,1
4480,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,Vipera ammodytes,Western Long-nosed Viper,16,1,0.0625,-,1,0,0,0,1,0.0625,1,-,6,1,0,2,0,0,-,16,1,16,3
743,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,Bothrops asper,Fer-de-lance,12,3,0.25,-,3,2,0.166666667,0.666666667,1,0.083333333,0.333333333,-,1,0,0,5,1,1,-,12,3,12,6
1524,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus durissus,NA,30,5,0.166666667,-,5,4,0.133333333,0.8,1,0.033333333,0.2,-,16,5,4,3,0,0,-,30,5,30,8
231,Animalia,Chordata,Reptilia,Squamata,Teiidae,Ameiva,Ameiva ameiva,NA,12,0,0,-,0,0,0,NA,0,0,NA,-,5,0,0,5,0,0,-,12,0,12,4
1160,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,Chamaeleo jacksonii,Jacksons Chameleon,10,0,0,-,0,0,0,NA,0,0,NA,-,6,0,0,1,0,0,-,10,0,10,5
2858,Animalia,Chordata,Aves,Coraciiformes,Momotidae,Momotus,Momotus momota,Blue-crowned Mot Mot,24,1,0.041666667,-,1,1,0.041666667,1,0,0,0,-,6,0,0,13,1,1,-,24,1,24,16
699,Animalia,Chordata,Reptilia,Squamata,Colubridae,Bogertophis,Bogertophis subocularis,NA,19,10,0.526315789,-,10,7,0.368421053,0.7,3,0.157894737,0.3,-,8,5,3,4,3,2,-,19,10,19,15
2741,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,Mareca sibilatrix,NA,14,0,0,-,0,0,0,NA,0,0,NA,-,6,0,0,2,0,0,-,14,0,14,7
585,Animalia,Chordata,Reptilia,Squamata,Viperidae,Atropoides,Atropoides nummifer,NA,14,0,0,-,0,0,0,NA,0,0,NA,-,5,0,0,4,0,0,-,14,0,14,4
1616,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinella,Cyprinella spiloptera,NA,13,1,0.076923077,-,1,1,0.076923077,1,0,0,0,-,1,0,0,2,0,0,-,13,1,13,2
3893,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,Somateria fischeri,NA,12,0,0,-,0,0,0,NA,0,0,NA,-,4,0,0,3,0,0,-,12,0,12,2
4166,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis,Threskiornis aethiopicus,Sacred Ibis,66,0,0,-,0,0,0,NA,0,0,NA,-,24,0,0,0,0,0,-,66,0,66,4
2516,Animalia,Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix,Leiothrix lutea,Pekin Robin,42,2,0.047619048,-,1,0,0,0,1,0.023809524,1,-,10,0,0,9,2,0,-,42,2,42,11
2941,Animalia,Chordata,Amphibia,Anura,Bufonidae,Nectophrynoides,Nectophrynoides asperginis,Kihansi spray toad,173,2,0.011560694,-,2,2,0.011560694,1,0,0,0,-,4,0,0,21,0,0,-,173,2,173,4
2888,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Ferret,105,66,0.628571429,-,79,43,0.40952381,0.683544304,22,0.20952381,0.316455696,-,46,26,17,40,25,19,-,119,80,105,29
2594,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates pipiens,NA,22,2,0.090909091,-,2,1,0.045454545,0.5,1,0.045454545,0.5,-,0,0,0,3,0,0,-,22,2,22,8
675,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bitis,Bitis arietans,Puff adder,83,2,0.024096386,-,2,1,0.012048193,0.5,1,0.012048193,0.5,-,7,0,0,4,2,1,-,83,2,83,4
7768,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Scardinius,Scardinius erythrophthalmus,Rudd,14,0,0,-,0,0,0,NA,0,0,NA,-,4,0,0,0,0,0,-,14,0,14,1
2674,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,NA,10,2,0.2,-,2,1,0.1,0.5,1,0.1,0.5,-,5,2,1,4,0,0,-,10,2,10,8
3334,Animalia,Chordata,Aves,Passeriformes,Pittidae,Pitta,Pitta sordida,Hooded Pitta,89,0,0,-,0,0,0,NA,0,0,NA,-,16,0,0,4,0,0,-,89,0,89,11
3209,Animalia,Chordata,Reptilia,Testudines,Pelomedusidae,Pelomedusa,Pelomedusa subrufa,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,4,0,0,6,0,0,-,10,0,10,3
3725,Animalia,Chordata,Reptilia,Squamata,Boidae,Sanzinia,Sanzinia madagascariensis,Madagscar Tree Boa,23,4,0.173913043,-,4,3,0.130434783,0.75,1,0.043478261,0.25,-,11,4,3,6,0,0,-,23,4,23,10
3398,Animalia,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia reticulata,Guppy,31,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,0,0,0,-,31,0,31,2
2487,Animalia,Chordata,Reptilia,Squamata,Colubridae,Langaha,Langaha madagascariensis,NA,24,0,0,-,0,0,0,NA,0,0,NA,-,9,0,0,15,0,0,-,24,0,24,4
3375,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,Ploceus castaneiceps,NA,35,2,0.057142857,-,2,2,0.057142857,1,0,0,0,-,8,0,0,12,2,2,-,35,2,35,8
2521,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,Golden-headed Tamarin,85,15,0.176470588,-,15,9,0.105882353,0.6,6,0.070588235,0.4,-,35,7,5,32,7,4,-,85,15,85,24
1192,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chelmon,Chelmon rostratus,Copper-banded Butterfly Fish,13,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,0,0,0,-,13,0,13,5
4217,Animalia,Chordata,Amphibia,Anura,Hylidae,Trachycephalus,Trachycephalus resinifictrix,Mission-eyed Tree Frog,69,6,0.086956522,-,5,4,0.057971014,0.8,1,0.014492754,0.2,-,7,1,1,14,1,1,-,69,6,69,14
2587,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates capito,NA,12,1,0.083333333,-,1,0,0,0,1,0.083333333,1,-,1,0,0,2,1,0,-,12,1,12,3
19658,Animalia,Acanthopterygii,Perciformes,Cichliformes,Cichlidae,Konia,Konia eisentrauti,Konia Barombi Mbo Cichlid,11,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,0,0,0,-,11,0,11,1
563,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax mexicanus,Blind Cavefish,24,2,0.083333333,-,2,0,0,0,2,0.083333333,1,-,0,0,0,2,0,0,-,24,2,24,2
11488,Animalia,Chordata,Aves,Passeriformes,Turdidae,Geokichla,Geokichla citrina,Orange headed ground thrush,61,0,0,-,0,0,0,NA,0,0,NA,-,10,0,0,0,0,0,-,61,0,61,1
8200,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Theristicus,Theristicus melanopis,Black faced Ibis,72,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,0,0,0,-,72,0,72,1
1805,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Erythrura,Erythrura prasina,NA,13,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,5,0,0,-,13,0,13,2
5246,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,Milvus milvus,Red Kite,36,0,0,-,0,0,0,NA,0,0,NA,-,0,0,0,0,0,0,-,36,0,36,1
1541,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus willardi,NA,13,0,0,-,0,0,0,NA,0,0,NA,-,4,0,0,5,0,0,-,13,0,13,8
