taxa_id,Kingdom,Phylum,Class,Orders,Family,Genus,Species,common_name,RecordsWithDenominators,NeoplasiaWithDenominators,NeoplasiaPrevalence,-,MalignancyKnown,Malignant,MalignancyPrevalence,PropMalignant,Benign,BenignPrevalence,PropBenign,--,Male,MaleNeoplasia,MaleMalignant,Female,FemaleNeoplasia,FemaleMalignant,---,RecordsFromAllSources,NeoplasiaFromAllSources,Necropsies,#Sources
3238,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus,Phacochoerus africanus,Warthog,34,6,0.176470588,-,5,3,0.088235294,0.6,2,0.058823529,0.4,-,13,4,1,17,2,2,-,34,6,34,15
2648,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,East African Bush Elephant,17,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,9,0,0,-,17,0,17,3
2667,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Lybius,Lybius dubius,Bearded barbet,16,1,0.0625,-,1,1,0.0625,1,0,0,0,-,8,0,0,3,0,0,-,16,1,16,6
19745,Animalia,Cyprinodontiformes,Cyprinodontoidei,Goodeidae,Goodeinae,Chapalichthys,Chapalichthys pardalis,Polka dot splitfin,13,0,0,-,0,0,0,NA,0,0,NA,-,0,0,0,0,0,0,-,13,0,13,1
2102,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax vicinus,NA,12,0,0,-,0,0,0,NA,0,0,NA,-,0,0,0,0,0,0,-,12,0,12,2
19619,Animalia,Tetrapoda,Amphibia,Anura,Pipidae,Xenopus,Xenopus longipes,Lake Oku clawed frog,67,0,0,-,0,0,0,NA,0,0,NA,-,2,0,0,0,0,0,-,67,0,67,1
2960,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neopsephotus,Neopsephotus bourkii,NA,12,1,0.083333333,-,1,1,0.083333333,1,0,0,0,-,7,1,1,2,0,0,-,12,1,12,6
19665,Animalia,Acanthopterygii,Perciformes,Cichliformes,Cichlidae,Pterophyllum,Pterophyllum leopoldi,Freshwater Angelfish,21,0,0,-,0,0,0,NA,0,0,NA,-,2,0,0,0,0,0,-,21,0,21,1
4195,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Tolypeutes,Tolypeutes tricinctus,NA,10,1,0.1,-,1,1,0.1,1,0,0,0,-,5,0,0,5,1,1,-,10,1,10,9
1626,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Dacnis,Dacnis lineata,NA,42,2,0.047619048,-,2,0,0,0,2,0.047619048,1,-,19,1,0,14,0,0,-,42,2,42,11
808,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,Bubo virginianus,NA,14,1,0.071428571,-,1,0,0,0,1,0.071428571,1,-,2,0,0,8,1,0,-,14,1,14,9
4272,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Trichoglossus,Trichoglossus haematodus,Coconut lorikeet,190,5,0.026315789,-,5,3,0.015789474,0.6,2,0.010526316,0.4,-,57,1,1,61,1,0,-,190,5,190,19
1718,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Echinotriton,Echinotriton andersoni,NA,13,1,0.076923077,-,1,0,0,0,1,0.076923077,1,-,1,0,0,3,0,0,-,13,1,13,4
3003,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,Notophthalmus meridionalis,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,0,0,0,4,0,0,-,10,0,10,5
8225,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta,Little Egret,28,0,0,-,0,0,0,NA,0,0,NA,-,12,0,0,0,0,0,-,28,0,28,1
1637,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Dasyatis,Dasyatis say,NA,44,0,0,-,0,0,0,NA,0,0,NA,-,15,0,0,17,0,0,-,44,0,44,12
2526,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus pardalis,Ocelot,11,3,0.272727273,-,3,2,0.181818182,0.666666667,1,0.090909091,0.333333333,-,2,0,0,9,3,2,-,11,3,11,9
4367,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto nigrobrunnea,NA,17,2,0.117647059,-,2,2,0.117647059,1,0,0,0,-,9,1,1,5,1,1,-,17,2,17,13
2551,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus pentadactylus,NA,28,2,0.071428571,-,1,0,0,0,1,0.035714286,1,-,4,0,0,7,0,0,-,28,2,28,10
2364,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena,Hypsiglena torquata,NA,16,1,0.0625,-,1,0,0,0,1,0.0625,1,-,6,1,0,3,0,0,-,16,1,16,6
3764,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Scissirostrum,Scissirostrum dubium,NA,16,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,7,0,0,-,16,0,16,4
19807,Animalia,Mollusca,Gastropoda,NA,Partulidae,Partula,Partula tohiveana,Moorean viviparous tree snail,35,0,0,-,0,0,0,NA,0,0,NA,-,0,0,0,0,0,0,-,35,0,35,1
1930,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer,Furcifer pardalis,Reunion chameleon,41,4,0.097560976,-,4,4,0.097560976,1,0,0,0,-,18,2,2,10,1,1,-,41,4,41,12
1774,Animalia,Chordata,Reptilia,Squamata,Boidae,Epicrates,Epicrates subflavus,Jamaica Boa,42,2,0.047619048,-,2,1,0.023809524,0.5,1,0.023809524,0.5,-,7,2,1,3,0,0,-,42,2,42,6
833,Animalia,Chordata,Aves,Charadriiformes,Burhinidae,Burhinus,Burhinus superciliaris,Peruvian Thick-knee,12,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,3,0,0,-,12,0,12,4
1690,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Dipsosaurus,Dipsosaurus dorsalis,NA,12,2,0.166666667,-,2,1,0.083333333,0.5,1,0.083333333,0.5,-,3,1,0,2,0,0,-,12,2,12,7
4221,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Trachyphonus,Trachyphonus erythrocephalus,Red and yellow barbet,12,1,0.083333333,-,0,0,0,NA,0,0,NA,-,2,0,0,3,1,0,-,12,1,12,4
1112,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus nippon,Sika Deer,15,3,0.2,-,3,3,0.2,1,0,0,0,-,4,0,0,10,3,3,-,15,3,15,5
1800,Animalia,Chordata,Reptilia,Squamata,Homalopsidae,Erpeton,Erpeton tentaculatum,Tentacled snake,56,0,0,-,0,0,0,NA,0,0,NA,-,13,0,0,17,0,0,-,56,0,56,11
3257,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,Phelsuma standingi,Standings Day Gecko,22,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,3,0,0,-,22,0,22,11
3560,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Pteronura,Pteronura brasiliensis,NA,11,3,0.272727273,-,3,2,0.181818182,0.666666667,1,0.090909091,0.333333333,-,6,0,0,5,3,2,-,11,3,11,3
1482,Animalia,Chordata,Mammalia,Rodentia,Muridae,Crateromys,Crateromys heaneyi,Panay Bushy-tailed Cloud Rat,17,4,0.235294118,-,4,2,0.117647059,0.5,2,0.117647059,0.5,-,6,4,2,4,0,0,-,17,4,17,2
3633,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,Ramphastos swainsonii,Chestnut-mandibled Toucan,102,4,0.039215686,-,4,2,0.019607843,0.5,2,0.019607843,0.5,-,31,1,0,33,1,1,-,102,4,102,24
3027,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,NA,12,1,0.083333333,-,1,1,0.083333333,1,0,0,0,-,3,1,1,7,0,0,-,12,1,12,8
407,Animalia,Chordata,Mammalia,NA,Antilocapridae,Antilocapra,Antilocapra americana,Peninsular Pronghorn,38,3,0.078947368,-,2,2,0.052631579,1,0,0,0,-,9,2,2,8,0,0,-,38,3,38,8
4532,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus californianus,California Sealion,57,11,0.192982456,-,11,8,0.140350877,0.727272727,3,0.052631579,0.272727273,-,26,6,5,27,4,3,-,57,11,57,16
1828,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Eudorcas,Eudorcas thomsonii,Thompsons Gazelle,29,6,0.206896552,-,6,4,0.137931034,0.666666667,2,0.068965517,0.333333333,-,8,2,1,15,3,2,-,29,6,29,11
298,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas laysanensis,Laysan Teal,13,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,3,0,0,-,13,0,13,3
4422,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus maritimus,Polar Bear,26,8,0.307692308,-,8,5,0.192307692,0.625,3,0.115384615,0.375,-,11,3,2,11,2,1,-,26,8,26,13
1846,Animalia,Chordata,Reptilia,Squamata,Boidae,Eunectes,Eunectes murinus,Green Anaconda,10,2,0.2,-,2,1,0.1,0.5,1,0.1,0.5,-,4,1,0,4,0,0,-,10,2,10,8
2219,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Heterodon,Heterodon nasicus,Hog Nose Snake,14,6,0.428571429,-,5,3,0.214285714,0.6,2,0.142857143,0.4,-,4,1,1,4,2,1,-,14,6,14,9
2958,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neophema,Neophema splendida,NA,33,1,0.03030303,-,1,1,0.03030303,1,0,0,0,-,10,0,0,11,1,1,-,33,1,33,7
4255,Animalia,Chordata,Aves,Columbiformes,Columbidae,Treron,Treron vernans,NA,10,1,0.1,-,1,0,0,0,1,0.1,1,-,4,0,0,3,1,0,-,10,1,10,2
3135,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,Masai Lion,60,10,0.166666667,-,13,8,0.133333333,1,0,0,0,-,18,2,1,14,6,5,-,65,15,60,20
2978,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,Nerodia sipedon,NA,17,1,0.058823529,-,1,1,0.058823529,1,0,0,0,-,2,0,0,6,1,1,-,17,1,17,5
3195,Animalia,Chordata,Aves,Galliformes,Phasianidae,Pavo,Pavo muticus,Green peafowl,12,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,0,0,0,-,12,0,12,1
1657,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus goodfellowi,Goodfellows tree kangaroo,24,2,0.083333333,-,2,1,0.041666667,0.5,1,0.041666667,0.5,-,9,1,1,10,0,0,-,24,2,24,11
2700,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Notamacropus,Notamacropus rufogriseus,Red Wallaby,77,3,0.038961039,-,2,2,0.025974026,1,0,0,0,-,31,0,0,24,3,2,-,77,3,77,15
1576,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Cyanerpes,Cyanerpes cyaneus,Red-led honeycreeper,10,2,0.2,-,1,1,0.1,1,0,0,0,-,4,1,0,3,1,1,-,10,2,10,4
2462,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,Lama glama,Llama,34,10,0.294117647,-,11,5,0.147058824,0.545454545,4,0.117647059,0.454545455,-,8,3,1,16,6,4,-,36,12,34,16
19600,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,Ameca,Ameca splendens,Butterfly Goodeid,248,0,0,-,0,0,0,NA,0,0,NA,-,13,0,0,0,0,0,-,248,0,248,1
2684,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca nigra,Sulawesi Crested Macaque,25,1,0.04,-,1,0,0,0,1,0.04,1,-,10,0,0,3,1,0,-,25,1,25,3
1025,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia fulgida,Guinea Pig,109,17,0.155963303,-,17,12,0.110091743,0.705882353,5,0.04587156,0.294117647,-,17,2,0,78,13,11,-,109,17,109,17
4343,Animalia,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia tana,Large Tree Shrew,14,0,0,-,5,0,0,0.6,0,0,0.4,-,0,0,0,2,0,0,-,19,5,14,4
1162,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,Chamaeleo melleri,NA,12,0,0,-,0,0,0,NA,0,0,NA,-,2,0,0,1,0,0,-,12,0,12,8
2780,Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,Megascops asio,NA,36,4,0.111111111,-,4,3,0.083333333,0.75,1,0.027777778,0.25,-,10,4,3,14,0,0,-,36,4,36,23
1185,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,Cheilinus undulatus,NA,11,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,1,0,0,-,11,0,11,4
565,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Atelerix,Atelerix albiventris,Four-toed Hedgehog,147,66,0.448979592,-,69,52,0.353741497,0.782608696,12,0.081632653,0.217391304,-,66,29,23,65,30,23,-,152,71,147,36
1270,Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus didactylus,Linnes two-toed sloth,20,1,0.05,-,1,1,0.05,1,0,0,0,-,8,0,0,9,0,0,-,20,1,20,12
3401,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Poephila,Poephila cincta,NA,13,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,3,0,0,-,13,0,13,2
3029,Animalia,Chordata,Aves,Columbiformes,Columbidae,Oena,Oena capensis,NA,12,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,0,0,0,-,12,0,12,2
2936,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,Brown-nosed coati,15,3,0.2,-,3,3,0.2,1,0,0,0,-,10,3,3,0,0,0,-,15,3,15,2
3307,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Piaractus,Piaractus brachypomus,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,4,0,0,3,0,0,-,10,0,10,4
3937,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna tiburo,Bonnethead shark,31,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,14,0,0,-,31,0,31,5
1419,Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias cyanogaster,Blue-bellied Roller,29,1,0.034482759,-,1,0,0,0,1,0.034482759,1,-,9,0,0,8,1,0,-,29,1,29,14
733,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothriechis,Bothriechis lateralis,Side-striped Palm Viper,11,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,1,0,0,-,11,0,11,3
903,Animalia,Chordata,Aves,Anseriformes,Anatidae,Callonetta,Callonetta leucophrys,Malayan pit viper,15,0,0,-,0,0,0,NA,0,0,NA,-,2,0,0,1,0,0,-,15,0,15,3
2882,Animalia,Chordata,Aves,Musophagiformes,Musophagidae,Musophaga,Musophaga rossae,NA,13,0,0,-,0,0,0,NA,0,0,NA,-,6,0,0,6,0,0,-,13,0,13,7
3078,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,Oryx leucoryx,Arabian Oryx,27,2,0.074074074,-,7,1,0.037037037,0.142857143,1,0.037037037,0.857142857,-,5,0,0,12,1,1,-,32,7,27,8
1108,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus canadensis,NA,14,3,0.214285714,-,3,3,0.214285714,1,0,0,0,-,1,0,0,10,2,2,-,14,3,14,5
2914,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,Naja annulifera,Egyptian Snouted Cobra,29,0,0,-,0,0,0,NA,0,0,NA,-,0,0,0,1,0,0,-,29,0,29,2
4349,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,Prionotus,Turdus migratorius,NA,14,0,0,-,0,0,0,NA,0,0,NA,-,5,0,0,1,0,0,-,14,0,14,8
2391,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana iguana,Green iguana,32,1,0.03125,-,1,0,0,0,1,0.03125,1,-,8,0,0,17,1,0,-,32,1,32,11
2871,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,Morelia viridis,Green Tree Python,47,4,0.085106383,-,23,2,0.042553191,0.652173913,1,0.021276596,0.347826087,-,12,1,1,17,2,0,-,67,24,47,21
3020,Animalia,Chordata,Mammalia,Rodentia,Octodontidae,Octodon,Octodon degus,Degu,25,4,0.16,-,31,4,0.16,0.806451613,0,0,0.193548387,-,11,2,2,10,2,2,-,52,31,25,12
223,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma mexicanum,Axolotl,73,5,0.068493151,-,5,5,0.068493151,1,0,0,0,-,15,1,1,13,2,2,-,73,5,73,18
4403,Animalia,Chordata,Reptilia,Squamata,Agamidae,Uromastyx,Uromastyx geyri,Dabb Lizard,20,0,0,-,0,0,0,NA,0,0,NA,-,5,0,0,5,0,0,-,20,0,20,4
19334,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Schistocerca,Schistocerca gregaria,Desert locust,12,0,0,-,0,0,0,NA,0,0,NA,-,0,0,0,0,0,0,-,12,0,12,1
2249,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus guttulatus,Long snouted seahorse,41,0,0,-,0,0,0,NA,0,0,NA,-,13,0,0,0,0,0,-,41,0,41,1
2595,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates sevosus,NA,39,0,0,-,0,0,0,NA,0,0,NA,-,9,0,0,12,0,0,-,39,0,39,5
949,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra falconeri,NA,13,3,0.230769231,-,3,1,0.076923077,0.333333333,2,0.153846154,0.666666667,-,4,1,0,8,2,1,-,13,3,13,4
2242,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus barbouri,Barbours Seahorse,65,0,0,-,0,0,0,NA,0,0,NA,-,34,0,0,0,0,0,-,65,0,65,1
3023,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ocyphaps,Ocyphaps lophotes,NA,14,1,0.071428571,-,1,1,0.071428571,1,0,0,0,-,5,0,0,5,1,1,-,14,1,14,5
573,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing owl,24,5,0.208333333,-,6,4,0.166666667,0.833333333,1,0.041666667,0.166666667,-,7,2,2,10,2,2,-,25,6,24,12
3443,Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,Pongo abelii,Oranguatan,17,4,0.235294118,-,4,2,0.117647059,0.5,2,0.117647059,0.5,-,7,1,1,10,3,1,-,17,4,17,10
1665,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Dermophis,Dermophis mexicanus,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,3,0,0,-,10,0,10,4
19662,Animalia,Acanthopterygii,Perciformes,Cichliformes,Cichlidae,Tilapia,Tilapia guinasana,Otjikoto tilapia,54,0,0,-,0,0,0,NA,0,0,NA,-,6,0,0,0,0,0,-,54,0,54,1
1407,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,Connochaetes gnou,NA,16,0,0,-,0,0,0,NA,0,0,NA,-,0,0,0,0,0,0,-,16,0,16,1
1543,Animalia,Chordata,Reptilia,Squamata,Crotaphytidae,Crotaphytus,Crotaphytus collaris,NA,28,1,0.035714286,-,1,1,0.035714286,1,0,0,0,-,7,1,1,11,0,0,-,28,1,28,10
7976,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,Ramphastos toco,Toco toucan,10,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,0,0,0,-,10,0,10,1
4478,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Vini,Vini australis,Blue crowned lory,27,0,0,-,0,0,0,NA,0,0,NA,-,8,0,0,1,0,0,-,27,0,27,3
4414,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus phantasticus,Satanic leaf-tailed gecko,55,2,0.036363636,-,2,2,0.036363636,1,0,0,0,-,20,1,1,14,1,1,-,55,2,55,6
3347,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,Platycercus elegans,NA,10,2,0.2,-,2,1,0.1,0.5,1,0.1,0.5,-,2,0,0,5,1,1,-,10,2,10,5
1808,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Erythrura,Erythrura tricolor,Forbes parrot finch,10,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,0,0,0,-,10,0,10,1
4179,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,Tiliqua rugosa,Shingleback Skink,13,3,0.230769231,-,3,2,0.153846154,0.666666667,1,0.076923077,0.333333333,-,4,2,1,5,0,0,-,13,3,13,7
4507,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,Wallabia bicolor,NA,15,0,0,-,2,0,0,0.5,0,0,0.5,-,5,0,0,3,0,0,-,17,2,15,10
3470,Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia,Procavia capensis,Rock Hyrax,148,12,0.081081081,-,11,8,0.054054054,0.727272727,3,0.02027027,0.272727273,-,21,3,2,31,4,4,-,148,12,148,13
2589,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates chiricahuensis,NA,17,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,5,0,0,-,17,0,17,3
4378,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Upeneus,Upeneus sulphureus,NA,40,3,0.075,-,4,2,0.05,0.5,1,0.025,0.5,-,8,2,1,6,0,0,-,41,4,40,17
1530,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus molossus,NA,19,2,0.105263158,-,2,2,0.105263158,1,0,0,0,-,6,0,0,8,2,2,-,19,2,19,8
3728,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,Sarcophilus harrisii,Tasmanian Devil,19,8,0.421052632,-,9,6,0.315789474,0.777777778,2,0.105263158,0.222222222,-,0,0,0,1,0,0,-,20,9,19,3
19676,Animalia,Cyprinodontoidei,Cyprinodontidae,Cyprinodontinae,Cyprinodontini,Cyprinodon,Cyprinodon beltrani,Blackfin Pupfish,16,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,0,0,0,-,16,0,16,1
2570,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Leucopsar,Leucopsar rothschildi,Bali mynah,52,6,0.115384615,-,6,5,0.096153846,0.833333333,1,0.019230769,0.166666667,-,12,0,0,25,6,5,-,52,6,52,22
547,Animalia,Chordata,Reptilia,Squamata,Boidae,Aspidites,Aspidites melanocephalus,Black-headed python,13,1,0.076923077,-,1,1,0.076923077,1,0,0,0,-,5,0,0,5,1,1,-,13,1,13,6
3490,Animalia,Chordata,Aves,Passeriformes,Eurylaimidae,Psarisomus,Psarisomus dalhousiae,NA,15,0,0,-,0,0,0,NA,0,0,NA,-,7,0,0,6,0,0,-,15,0,15,5
3198,Animalia,Chordata,Amphibia,Anura,Bufonidae,Pedostibes,Pedostibes hosii,NA,15,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,2,0,0,-,15,0,15,3
6120,Animalia,Chordata,Aves,Passeriformes,Leiothrichidae,Liocichla,Liocichla omeiensis,Emei Shan liocichla,16,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,0,0,0,-,16,0,16,1
4463,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus salvadorii,NA,23,1,0.043478261,-,0,0,0,NA,0,0,NA,-,11,1,0,6,0,0,-,23,1,23,11
1385,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Colinus leucopogon,NA,18,2,0.111111111,-,2,1,0.055555556,0.5,1,0.055555556,0.5,-,10,2,1,2,0,0,-,18,2,18,4
816,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Buceros,Buceros bicornis,Great Indian Hornbill,10,4,0.4,-,4,4,0.4,1,0,0,0,-,5,2,2,4,2,2,-,10,4,10,6
13176,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus jocosus,Red whiskered bulbul,11,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,0,0,0,-,11,0,11,1
517,Animalia,Chordata,Aves,Galliformes,Phasianidae,Argusianus,Argusianus argus,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,2,0,0,4,0,0,-,10,0,10,6
2821,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops nubicoides,NA,17,1,0.058823529,-,1,0,0,0,1,0.058823529,1,-,6,0,0,5,0,0,-,17,1,17,7
4261,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tribolonotus,Tribolonotus pseudoponceleti,NA,23,0,0,-,0,0,0,NA,0,0,NA,-,7,0,0,8,0,0,-,23,0,23,7
4379,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Uraeginthus,Uraeginthus bengalus,Red cheeked cordon bleu,28,0,0,-,0,0,0,NA,0,0,NA,-,5,0,0,5,0,0,-,28,0,28,6
1218,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,Chilabothrus granti,NA,11,2,0.181818182,-,2,2,0.181818182,1,0,0,0,-,5,1,1,3,1,1,-,11,2,11,4
823,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,Bufo bufo,Common toad,38,0,0,-,0,0,0,NA,0,0,NA,-,1,0,0,0,0,0,-,38,0,38,2
3538,Animalia,Chordata,Aves,Gruiformes,Psophiidae,Psophia,Psophia crepitans,Grey-winged Trumpeter,19,0,0,-,0,0,0,NA,0,0,NA,-,5,0,0,9,0,0,-,19,0,19,8
1991,Animalia,Chordata,Amphibia,Gymnophiona,Dermophiidae,Geotrypetes,Geotrypetes seraphini,Gaboon Caecilian,23,1,0.043478261,-,1,0,0,0,1,0.043478261,1,-,2,0,0,1,1,0,-,23,1,23,2
1148,Animalia,Chordata,Aves,Columbiformes,Columbidae,Chalcophaps,Chalcophaps indica,Emerald Dove,48,0,0,-,0,0,0,NA,0,0,NA,-,12,0,0,4,0,0,-,48,0,48,6
1548,Animalia,Chordata,Amphibia,Caudata,Cryptobranchidae,Cryptobranchus,Cryptobranchus alleganiensis,NA,18,0,0,-,0,0,0,NA,0,0,NA,-,3,0,0,1,0,0,-,18,0,18,8
2643,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,Lorius garrulus,NA,20,0,0,-,0,0,0,NA,0,0,NA,-,7,0,0,7,0,0,-,20,0,20,3
19450,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Polposipus,Polposipus herculeanus,Giant fregate beetle,797,1,0.001254705,-,1,0,0,0,1,0.001254705,1,-,46,0,0,0,0,0,-,797,1,797,1
1720,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eclectus,Eclectus roratus,NA,18,0,0,-,0,0,0,NA,0,0,NA,-,7,0,0,9,0,0,-,18,0,18,11
2699,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Osphranter robustus,Wallaroo,69,4,0.057971014,-,4,3,0.043478261,0.75,1,0.014492754,0.25,-,17,0,0,21,4,3,-,69,4,69,7
3863,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Sicalis,Sicalis flaveola,NA,20,0,0,-,0,0,0,NA,0,0,NA,-,8,0,0,6,0,0,-,20,0,20,4
